LotFrontage,LotArea,Utilities,LandSlope,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,HeatingQC,CentralAir,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PoolArea,PoolQC,Fence,MiscVal,MoSold,SalePrice,HouseAge,TotalSF,TotalPorchSF,TotalBsmtFinSF,HouseRemodeled_1,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HasPool_1,Alley_NA,Alley_Pave,PavedDrive_1,PavedDrive_2,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,LandContour_HLS,LandContour_Low,LandContour_Lvl,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,LotShape_2,LotShape_3,LotShape_4,Functional_3,Functional_4,Functional_5,Functional_6,Functional_7,Functional_8,HasBsmt_1,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HasGarage_1,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,MiscFeature_NA,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Street_Pave,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,MSSubClass,HouseRemodeled,HasPool,HasGarage,HasBsmt
-0.217001286449369,-0.26765964653084795,4,3,7,5,0.8786680880058696,1.034410022213875,4,3,4,3,1,6,1,-0.9445906057378156,5,1,0.0,0.3428908418191601,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,0.0,4,0.8735839051042357,-0.9512264882332893,0,0.2960261798262024,2,0.31172464418307205,0.35100032086652694,3,3,0.0,0,0,0.0,-1.599111099180035,208500,-1.0432593655921558,0.09081391638022522,-0.5565831041728853,0.4534413047255584,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0,1,1,0,3,0,0,0,0,60,0,0,1,1
0.5382718839775714,0.02968157129824896,4,3,6,8,-0.4295769652193609,0.0,3,3,4,3,4,5,1,-0.6412279930944917,5,1,0.0,-0.3277427812252895,-0.8199643654586394,3.948809348331338,0.7897405221108432,-0.7616206719986545,0.1637791168735145,0.0,3,0.0,0.6004949339126351,3,0.2364947442137705,2,0.31172464418307205,-0.060731012615303295,3,3,0.0,0,0,0.0,-0.489110050937792,181500,-0.1834650642921507,0.04976620130954221,0.33805052007122943,1.0249416377561589,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,2,1,0,0,1,0,1,0,0,20,0,0,1,1
-0.053065057847415345,0.3992877253417644,4,3,7,5,0.8302145675160463,0.9973165012940128,4,3,4,3,2,6,1,-0.3016429789415173,5,1,0.0,0.43889557359614306,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,0.0,4,0.0,0.6004949339126351,3,0.29161644385491114,2,0.31172464418307205,0.6317262300586839,3,3,0.0,0,0,0.0,0.9908913467185322,223500,-0.9771213424152324,0.2229459724482723,-0.7646649637654884,-0.00880161169625084,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0,1,1,0,3,0,0,0,0,60,1,0,1,1
-0.5075418466939794,0.01751268250573976,4,3,7,5,-0.720298088158301,0.0,3,3,3,4,1,5,1,-0.06166956894008201,4,1,0.0,0.35190990978100367,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,0.0,4,0.46416306545102526,0.6004949339126351,4,0.28500183989797423,1,1.6503069397927341,0.7908042452675729,3,3,0.0,0,0,0.0,-1.599111099180035,140000,1.8006756310155536,-0.0010053402425781737,0.35491398369110466,-0.576099736395744,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,1,0,2,0,1,0,1,0,0,70,1,0,1,1
0.7160392058046454,0.951801948421046,4,3,8,5,0.7333075265363995,1.1474961631006897,4,3,4,3,3,6,1,-0.17486457365774016,5,1,0.0,0.8971896541814216,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,1.3900227611572622,0.0,4,1.2398233261424936,0.6004949339126351,3,0.28941157586926547,2,1.6503069397927341,1.6984846849888804,3,3,0.0,0,0,0.0,2.100892394960775,250000,-0.9440523308267706,0.7487726141993615,0.2945922284681953,0.3462849922823208,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0,0,1,0,4,0,0,0,0,60,0,0,1,1
0.7591737079585376,0.9279842733504512,4,3,5,5,0.4910399240872828,0.0,3,3,4,3,1,6,1,-1.1392860138521876,5,1,0.0,-0.15941885946782816,1.1078101491462133,-0.24106103579929677,-1.0260408358133,1.2275853765130371,-2.288708171693981,0.0,3,-0.5358369345489747,-0.9512264882332893,0,0.27397749996974613,1,0.31172464418307205,0.03284429044874903,3,3,0.0,0,3,6.55250788703459,1.3608916961326132,143000,-0.6795002381190768,-0.33987840157189947,0.4905939516860545,0.508070013029954,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,0,1,0,3,0,0,0,1,50,1,0,1,1
0.30329064344485046,0.1443039651447565,4,3,8,5,0.9755751289855163,1.0242102062296037,4,3,5,3,3,6,1,-0.5665192899808374,5,1,0.0,0.3221364966659786,1.1078101491462133,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,0.0,4,0.46416306545102526,0.6004949339126351,4,0.298231047811848,2,0.31172464418307205,0.7627316543483571,3,3,0.0,0,0,0.0,0.6208909973044512,307000,-1.1093973887690793,0.7761525269610146,0.36407089320430586,1.8464733664876471,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0,0,0,1,0,3,1,0,0,0,20,1,0,1,1
0.0,0.21217205235024514,4,3,7,6,-0.5749375266888309,1.0738803970305932,3,3,4,3,2,5,4,-0.7951731995105069,5,1,0.0,0.7859425441608936,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,0.0,3,0.46416306545102526,2.1522163560585597,3,0.22988014025683365,2,0.31172464418307205,0.05155935106155949,3,3,0.0,0,0,5.860786223465865,1.7308920455466943,200000,-0.018120006349842004,0.6376934313740716,0.7951421161063702,0.8421455753529888,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,0,2,1,0,1,0,0,1,0,60,0,0,1,1
-1.0962511019864616,-1.0194099823524343,4,3,7,5,-1.689368497954768,0.0,3,3,3,3,1,1,1,0.8710572699334213,4,1,0.0,0.4240115799743955,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,-1.0624645274102333,0.4054651081081645,3,0.8735839051042357,2.1522163560585597,3,0.13727568485971745,1,0.31172464418307205,-0.023300891389682367,2,3,0.0,0,0,0.0,-0.859110400351873,129900,1.3377094687770892,0.24126196950718157,0.33231636936854897,-1.0299382361553384,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,1,0,2,1,0,0,0,50,1,0,1,1
-1.1678641849774798,-0.5705674004223615,4,3,5,6,-1.689368497954768,0.0,3,3,3,3,1,6,1,-0.9672296066813473,5,1,0.0,-0.6776132971570438,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,0.4054651081081645,3,-0.5358369345489747,2.1522163560585597,3,0.15491462874488243,2,-1.02685765142659,-1.2538161266819705,4,3,0.0,0,0,0.0,-1.9691114485941161,118000,1.0731573760693953,-0.4458260647771482,-1.9882253628741837,0.7581014087308418,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2,0,0,1,1,0,0,0,0,190,1,0,1,1
